Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  Ts/call  Ts/call  name    
-----------------------------------------------
                0.00    0.00       2/2           std::pair<std::_Rb_tree_node_base*, std::_Rb_tree_node_base*>::pair<std::_Rb_tree_node<std::pair<int const, double> >*&, std::_Rb_tree_node<std::pair<int const, double> >*&, void>(std::_Rb_tree_node<std::pair<int const, double> >*&, std::_Rb_tree_node<std::pair<int const, double> >*&) [10115]
[10097   0.0    0.00    0.00       2         std::_Rb_tree_node<std::pair<int const, double> >*& std::forward<std::_Rb_tree_node<std::pair<int const, double> >*&>(std::remove_reference<std::_Rb_tree_node<std::pair<int const, double> >*&>::type&) [10097]
-----------------------------------------------
                0.00    0.00       1/1           __libc_csu_init [10255]
[10098   0.0    0.00    0.00       1         _GLOBAL__sub_I_memBlockVar [10098]
                0.00    0.00       1/1           __static_initialization_and_destruction_0(int, int) [10099]
-----------------------------------------------
                0.00    0.00       1/1           _GLOBAL__sub_I_memBlockVar [10098]
[10099   0.0    0.00    0.00       1         __static_initialization_and_destruction_0(int, int) [10099]
                0.00    0.00      26/26          task_list_s::task_list_s() [9980]
-----------------------------------------------
                0.00    0.00       1/1           std::allocator<std::_Rb_tree_node<std::pair<int const, double> > >::allocator<std::pair<int const, double> >(std::allocator<std::pair<int const, double> > const&) [10110]
[10100   0.0    0.00    0.00       1         __gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<int const, double> > >::new_allocator() [10100]
-----------------------------------------------
                0.00    0.00       1/1           std::allocator<std::_Rb_tree_node<std::pair<int const, double> > >::allocator(std::allocator<std::_Rb_tree_node<std::pair<int const, double> > > const&) [10109]
[10101   0.0    0.00    0.00       1         __gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<int const, double> > >::new_allocator(__gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<int const, double> > > const&) [10101]
-----------------------------------------------
                0.00    0.00       1/1           std::allocator<std::pair<int const, double> >::allocator(std::allocator<std::pair<int const, double> > const&) [10111]
[10102   0.0    0.00    0.00       1         __gnu_cxx::new_allocator<std::pair<int const, double> >::new_allocator(__gnu_cxx::new_allocator<std::pair<int const, double> > const&) [10102]
-----------------------------------------------
                0.00    0.00       1/1           std::allocator<std::pair<int const, double> >::allocator() [10112]
[10103   0.0    0.00    0.00       1         __gnu_cxx::new_allocator<std::pair<int const, double> >::new_allocator() [10103]
-----------------------------------------------
                0.00    0.00       1/1           std::map<int, double, std::less<int>, std::allocator<std::pair<int const, double> > >::map(std::initializer_list<std::pair<int const, double> >, std::less<int> const&, std::allocator<std::pair<int const, double> > const&) [10113]
[10104   0.0    0.00    0.00       1         std::initializer_list<std::pair<int const, double> >::end() const [10104]
                0.00    0.00       1/1           std::initializer_list<std::pair<int const, double> >::size() const [10105]
                0.00    0.00       1/2           std::initializer_list<std::pair<int const, double> >::begin() const [10093]
-----------------------------------------------
                0.00    0.00       1/1           std::initializer_list<std::pair<int const, double> >::end() const [10104]
[10105   0.0    0.00    0.00       1         std::initializer_list<std::pair<int const, double> >::size() const [10105]
-----------------------------------------------
                0.00    0.00       1/1           std::_Rb_tree<int, std::pair<int const, double>, std::_Select1st<std::pair<int const, double> >, std::less<int>, std::allocator<std::pair<int const, double> > >::_M_get_insert_unique_pos(int const&) [10121]
[10106   0.0    0.00    0.00       1         std::_Rb_tree_iterator<std::pair<int const, double> >::operator==(std::_Rb_tree_iterator<std::pair<int const, double> > const&) const [10106]
-----------------------------------------------
                0.00    0.00       1/1           init_7_5KHz [27]
[10107   0.0    0.00    0.00       1         std::map<int, double, std::less<int>, std::allocator<std::pair<int const, double> > >::begin() const [10107]
                0.00    0.00       1/1           std::_Rb_tree<int, std::pair<int const, double>, std::_Select1st<std::pair<int const, double> >, std::less<int>, std::allocator<std::pair<int const, double> > >::begin() const [10108]
-----------------------------------------------
                0.00    0.00       1/1           std::map<int, double, std::less<int>, std::allocator<std::pair<int const, double> > >::begin() const [10107]
[10108   0.0    0.00    0.00       1         std::_Rb_tree<int, std::pair<int const, double>, std::_Select1st<std::pair<int const, double> >, std::less<int>, std::allocator<std::pair<int const, double> > >::begin() const [10108]
                0.00    0.00       1/8           std::_Rb_tree_const_iterator<std::pair<int const, double> >::_Rb_tree_const_iterator(std::_Rb_tree_node_base const*) [10048]
-----------------------------------------------
                0.00    0.00       1/1           std::_Rb_tree<int, std::pair<int const, double>, std::_Select1st<std::pair<int const, double> >, std::less<int>, std::allocator<std::pair<int const, double> > >::_Rb_tree_impl<std::less<int>, true>::_Rb_tree_impl(std::less<int> const&, std::allocator<std::_Rb_tree_node<std::pair<int const, double> > >&&) [10118]
[10109   0.0    0.00    0.00       1         std::allocator<std::_Rb_tree_node<std::pair<int const, double> > >::allocator(std::allocator<std::_Rb_tree_node<std::pair<int const, double> > > const&) [10109]
                0.00    0.00       1/1           __gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<int const, double> > >::new_allocator(__gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<int const, double> > > const&) [10101]
-----------------------------------------------
                0.00    0.00       1/1           std::_Rb_tree<int, std::pair<int const, double>, std::_Select1st<std::pair<int const, double> >, std::less<int>, std::allocator<std::pair<int const, double> > >::_Rb_tree(std::less<int> const&, std::allocator<std::pair<int const, double> > const&) [10124]
[10110   0.0    0.00    0.00       1         std::allocator<std::_Rb_tree_node<std::pair<int const, double> > >::allocator<std::pair<int const, double> >(std::allocator<std::pair<int const, double> > const&) [10110]
                0.00    0.00       1/1           __gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<int const, double> > >::new_allocator() [10100]
-----------------------------------------------
                0.00    0.00       1/1           std::map<int, double, std::less<int>, std::allocator<std::pair<int const, double> > >::map(std::initializer_list<std::pair<int const, double> >, std::less<int> const&, std::allocator<std::pair<int const, double> > const&) [10113]
[10111   0.0    0.00    0.00       1         std::allocator<std::pair<int const, double> >::allocator(std::allocator<std::pair<int const, double> > const&) [10111]
                0.00    0.00       1/1           __gnu_cxx::new_allocator<std::pair<int const, double> >::new_allocator(__gnu_cxx::new_allocator<std::pair<int const, double> > const&) [10102]
-----------------------------------------------
                0.00    0.00       1/1           init_7_5KHz [27]
[10112   0.0    0.00    0.00       1         std::allocator<std::pair<int const, double> >::allocator() [10112]
                0.00    0.00       1/1           __gnu_cxx::new_allocator<std::pair<int const, double> >::new_allocator() [10103]
-----------------------------------------------
                0.00    0.00       1/1           init_7_5KHz [27]
[10113   0.0    0.00    0.00       1         std::map<int, double, std::less<int>, std::allocator<std::pair<int const, double> > >::map(std::initializer_list<std::pair<int const, double> >, std::less<int> const&, std::allocator<std::pair<int const, double> > const&) [10113]
                0.00    0.00       1/1           std::allocator<std::pair<int const, double> >::allocator(std::allocator<std::pair<int const, double> > const&) [10111]
                0.00    0.00       1/2           std::allocator<std::pair<int const, double> >::~allocator() [10095]
                0.00    0.00       1/1           std::_Rb_tree<int, std::pair<int const, double>, std::_Select1st<std::pair<int const, double> >, std::less<int>, std::allocator<std::pair<int const, double> > >::_Rb_tree(std::less<int> const&, std::allocator<std::pair<int const, double> > const&) [10124]
                0.00    0.00       1/1           std::initializer_list<std::pair<int const, double> >::end() const [10104]
                0.00    0.00       1/2           std::initializer_list<std::pair<int const, double> >::begin() const [10093]
                0.00    0.00       1/1           void std::_Rb_tree<int, std::pair<int const, double>, std::_Select1st<std::pair<int const, double> >, std::less<int>, std::allocator<std::pair<int const, double> > >::_M_insert_unique<std::pair<int const, double> const*>(std::pair<int const, double> const*, std::pair<int const, double> const*) [10120]
-----------------------------------------------
                0.00    0.00       1/1           init_7_5KHz [27]
[10114   0.0    0.00    0.00       1         std::map<int, double, std::less<int>, std::allocator<std::pair<int const, double> > >::~map() [10114]
                0.00    0.00       1/1           std::_Rb_tree<int, std::pair<int const, double>, std::_Select1st<std::pair<int const, double> >, std::less<int>, std::allocator<std::pair<int const, double> > >::~_Rb_tree() [10125]
-----------------------------------------------
                0.00    0.00       1/1           std::_Rb_tree<int, std::pair<int const, double>, std::_Select1st<std::pair<int const, double> >, std::less<int>, std::allocator<std::pair<int const, double> > >::_M_get_insert_unique_pos(int const&) [10121]
[10115   0.0    0.00    0.00       1         std::pair<std::_Rb_tree_node_base*, std::_Rb_tree_node_base*>::pair<std::_Rb_tree_node<std::pair<int const, double> >*&, std::_Rb_tree_node<std::pair<int const, double> >*&, void>(std::_Rb_tree_node<std::pair<int const, double> >*&, std::_Rb_tree_node<std::pair<int const, double> >*&) [10115]
                0.00    0.00       2/2           std::_Rb_tree_node<std::pair<int const, double> >*& std::forward<std::_Rb_tree_node<std::pair<int const, double> >*&>(std::remove_reference<std::_Rb_tree_node<std::pair<int const, double> >*&>::type&) [10097]
-----------------------------------------------
                0.00    0.00       1/1           void std::_Rb_tree<int, std::pair<int const, double>, std::_Select1st<std::pair<int const, double> >, std::less<int>, std::allocator<std::pair<int const, double> > >::_M_insert_unique<std::pair<int const, double> const*>(std::pair<int const, double> const*, std::pair<int const, double> const*) [10120]
[10116   0.0    0.00    0.00       1         std::_Rb_tree<int, std::pair<int const, double>, std::_Select1st<std::pair<int const, double> >, std::less<int>, std::allocator<std::pair<int const, double> > >::_Alloc_node::_Alloc_node(std::_Rb_tree<int, std::pair<int const, double>, std::_Select1st<std::pair<int const, double> >, std::less<int>, std::allocator<std::pair<int const, double> > >&) [10116]
-----------------------------------------------
                0.00    0.00       1/1           std::_Rb_tree<int, std::pair<int const, double>, std::_Select1st<std::pair<int const, double> >, std::less<int>, std::allocator<std::pair<int const, double> > >::_Rb_tree_impl<std::less<int>, true>::_Rb_tree_impl(std::less<int> const&, std::allocator<std::_Rb_tree_node<std::pair<int const, double> > >&&) [10118]
[10117   0.0    0.00    0.00       1         std::_Rb_tree<int, std::pair<int const, double>, std::_Select1st<std::pair<int const, double> >, std::less<int>, std::allocator<std::pair<int const, double> > >::_Rb_tree_impl<std::less<int>, true>::_M_initialize() [10117]
-----------------------------------------------
                0.00    0.00       1/1           std::_Rb_tree<int, std::pair<int const, double>, std::_Select1st<std::pair<int const, double> >, std::less<int>, std::allocator<std::pair<int const, double> > >::_Rb_tree(std::less<int> const&, std::allocator<std::pair<int const, double> > const&) [10124]
[10118   0.0    0.00    0.00       1         std::_Rb_tree<int, std::pair<int const, double>, std::_Select1st<std::pair<int const, double> >, std::less<int>, std::allocator<std::pair<int const, double> > >::_Rb_tree_impl<std::less<int>, true>::_Rb_tree_impl(std::less<int> const&, std::allocator<std::_Rb_tree_node<std::pair<int const, double> > >&&) [10118]
                0.00    0.00       1/1           std::remove_reference<std::allocator<std::_Rb_tree_node<std::pair<int const, double> > >&>::type&& std::move<std::allocator<std::_Rb_tree_node<std::pair<int const, double> > >&>(std::allocator<std::_Rb_tree_node<std::pair<int const, double> > >&) [10126]
                0.00    0.00       1/1           std::allocator<std::_Rb_tree_node<std::pair<int const, double> > >::allocator(std::allocator<std::_Rb_tree_node<std::pair<int const, double> > > const&) [10109]
                0.00    0.00       1/1           std::_Rb_tree<int, std::pair<int const, double>, std::_Select1st<std::pair<int const, double> >, std::less<int>, std::allocator<std::pair<int const, double> > >::_Rb_tree_impl<std::less<int>, true>::_M_initialize() [10117]
-----------------------------------------------
                0.00    0.00       1/1           std::_Rb_tree<int, std::pair<int const, double>, std::_Select1st<std::pair<int const, double> >, std::less<int>, std::allocator<std::pair<int const, double> > >::~_Rb_tree() [10125]
[10119   0.0    0.00    0.00       1         std::_Rb_tree<int, std::pair<int const, double>, std::_Select1st<std::pair<int const, double> >, std::less<int>, std::allocator<std::pair<int const, double> > >::_Rb_tree_impl<std::less<int>, true>::~_Rb_tree_impl() [10119]
                0.00    0.00       1/2           std::allocator<std::_Rb_tree_node<std::pair<int const, double> > >::~allocator() [10094]
-----------------------------------------------
                0.00    0.00       1/1           std::map<int, double, std::less<int>, std::allocator<std::pair<int const, double> > >::map(std::initializer_list<std::pair<int const, double> >, std::less<int> const&, std::allocator<std::pair<int const, double> > const&) [10113]
[10120   0.0    0.00    0.00       1         void std::_Rb_tree<int, std::pair<int const, double>, std::_Select1st<std::pair<int const, double> >, std::less<int>, std::allocator<std::pair<int const, double> > >::_M_insert_unique<std::pair<int const, double> const*>(std::pair<int const, double> const*, std::pair<int const, double> const*) [10120]
                0.00    0.00       6/6           std::_Rb_tree<int, std::pair<int const, double>, std::_Select1st<std::pair<int const, double> >, std::less<int>, std::allocator<std::pair<int const, double> > >::end() [10085]
                0.00    0.00       6/6           std::_Rb_tree_const_iterator<std::pair<int const, double> >::_Rb_tree_const_iterator(std::_Rb_tree_iterator<std::pair<int const, double> > const&) [10074]
                0.00    0.00       6/6           std::_Rb_tree_iterator<std::pair<int const, double> > std::_Rb_tree<int, std::pair<int const, double>, std::_Select1st<std::pair<int const, double> >, std::less<int>, std::allocator<std::pair<int const, double> > >::_M_insert_unique_<std::pair<int const, double> const&, std::_Rb_tree<int, std::pair<int const, double>, std::_Select1st<std::pair<int const, double> >, std::less<int>, std::allocator<std::pair<int const, double> > >::_Alloc_node>(std::_Rb_tree_const_iterator<std::pair<int const, double> >, std::pair<int const, double> const&, std::_Rb_tree<int, std::pair<int const, double>, std::_Select1st<std::pair<int const, double> >, std::less<int>, std::allocator<std::pair<int const, double> > >::_Alloc_node&) [10083]
                0.00    0.00       1/1           std::_Rb_tree<int, std::pair<int const, double>, std::_Select1st<std::pair<int const, double> >, std::less<int>, std::allocator<std::pair<int const, double> > >::_Alloc_node::_Alloc_node(std::_Rb_tree<int, std::pair<int const, double>, std::_Select1st<std::pair<int const, double> >, std::less<int>, std::allocator<std::pair<int const, double> > >&) [10116]
-----------------------------------------------
                0.00    0.00       1/1           std::_Rb_tree<int, std::pair<int const, double>, std::_Select1st<std::pair<int const, double> >, std::less<int>, std::allocator<std::pair<int const, double> > >::_M_get_insert_hint_unique_pos(std::_Rb_tree_const_iterator<std::pair<int const, double> >, int const&) [10084]
[10121   0.0    0.00    0.00       1         std::_Rb_tree<int, std::pair<int const, double>, std::_Select1st<std::pair<int const, double> >, std::less<int>, std::allocator<std::pair<int const, double> > >::_M_get_insert_unique_pos(int const&) [10121]
                0.00    0.00       1/2           std::_Rb_tree<int, std::pair<int const, double>, std::_Select1st<std::pair<int const, double> >, std::less<int>, std::allocator<std::pair<int const, double> > >::_M_begin() [10096]
                0.00    0.00       1/13          std::_Rb_tree<int, std::pair<int const, double>, std::_Select1st<std::pair<int const, double> >, std::less<int>, std::allocator<std::pair<int const, double> > >::_M_end() [10028]
                0.00    0.00       1/20          std::_Rb_tree_iterator<std::pair<int const, double> >::_Rb_tree_iterator(std::_Rb_tree_node_base*) [10009]
                0.00    0.00       1/1           std::_Rb_tree<int, std::pair<int const, double>, std::_Select1st<std::pair<int const, double> >, std::less<int>, std::allocator<std::pair<int const, double> > >::begin() [10122]
                0.00    0.00       1/1           std::_Rb_tree_iterator<std::pair<int const, double> >::operator==(std::_Rb_tree_iterator<std::pair<int const, double> > const&) const [10106]
                0.00    0.00       1/1           std::pair<std::_Rb_tree_node_base*, std::_Rb_tree_node_base*>::pair<std::_Rb_tree_node<std::pair<int const, double> >*&, std::_Rb_tree_node<std::pair<int const, double> >*&, void>(std::_Rb_tree_node<std::pair<int const, double> >*&, std::_Rb_tree_node<std::pair<int const, double> >*&) [10115]
-----------------------------------------------
                0.00    0.00       1/1           std::_Rb_tree<int, std::pair<int const, double>, std::_Select1st<std::pair<int const, double> >, std::less<int>, std::allocator<std::pair<int const, double> > >::_M_get_insert_unique_pos(int const&) [10121]
[10122   0.0    0.00    0.00       1         std::_Rb_tree<int, std::pair<int const, double>, std::_Select1st<std::pair<int const, double> >, std::less<int>, std::allocator<std::pair<int const, double> > >::begin() [10122]
                0.00    0.00       1/20          std::_Rb_tree_iterator<std::pair<int const, double> >::_Rb_tree_iterator(std::_Rb_tree_node_base*) [10009]
-----------------------------------------------
                                   6             std::_Rb_tree<int, std::pair<int const, double>, std::_Select1st<std::pair<int const, double> >, std::less<int>, std::allocator<std::pair<int const, double> > >::_M_erase(std::_Rb_tree_node<std::pair<int const, double> >*) [10123]
                0.00    0.00       1/1           std::_Rb_tree<int, std::pair<int const, double>, std::_Select1st<std::pair<int const, double> >, std::less<int>, std::allocator<std::pair<int const, double> > >::~_Rb_tree() [10125]
[10123   0.0    0.00    0.00       1+6       std::_Rb_tree<int, std::pair<int const, double>, std::_Select1st<std::pair<int const, double> >, std::less<int>, std::allocator<std::pair<int const, double> > >::_M_erase(std::_Rb_tree_node<std::pair<int const, double> >*) [10123]
                0.00    0.00       6/6           std::_Rb_tree<int, std::pair<int const, double>, std::_Select1st<std::pair<int const, double> >, std::less<int>, std::allocator<std::pair<int const, double> > >::_S_right(std::_Rb_tree_node_base*) [10087]
                0.00    0.00       6/6           std::_Rb_tree<int, std::pair<int const, double>, std::_Select1st<std::pair<int const, double> >, std::less<int>, std::allocator<std::pair<int const, double> > >::_S_left(std::_Rb_tree_node_base*) [10086]
                0.00    0.00       6/6           std::_Rb_tree<int, std::pair<int const, double>, std::_Select1st<std::pair<int const, double> >, std::less<int>, std::allocator<std::pair<int const, double> > >::_M_drop_node(std::_Rb_tree_node<std::pair<int const, double> >*) [10079]
                                   6             std::_Rb_tree<int, std::pair<int const, double>, std::_Select1st<std::pair<int const, double> >, std::less<int>, std::allocator<std::pair<int const, double> > >::_M_erase(std::_Rb_tree_node<std::pair<int const, double> >*) [10123]
-----------------------------------------------
                0.00    0.00       1/1           std::map<int, double, std::less<int>, std::allocator<std::pair<int const, double> > >::map(std::initializer_list<std::pair<int const, double> >, std::less<int> const&, std::allocator<std::pair<int const, double> > const&) [10113]
[10124   0.0    0.00    0.00       1         std::_Rb_tree<int, std::pair<int const, double>, std::_Select1st<std::pair<int const, double> >, std::less<int>, std::allocator<std::pair<int const, double> > >::_Rb_tree(std::less<int> const&, std::allocator<std::pair<int const, double> > const&) [10124]
                0.00    0.00       1/1           std::allocator<std::_Rb_tree_node<std::pair<int const, double> > >::allocator<std::pair<int const, double> >(std::allocator<std::pair<int const, double> > const&) [10110]
                0.00    0.00       1/2           std::allocator<std::_Rb_tree_node<std::pair<int const, double> > >::~allocator() [10094]
                0.00    0.00       1/1           std::_Rb_tree<int, std::pair<int const, double>, std::_Select1st<std::pair<int const, double> >, std::less<int>, std::allocator<std::pair<int const, double> > >::_Rb_tree_impl<std::less<int>, true>::_Rb_tree_impl(std::less<int> const&, std::allocator<std::_Rb_tree_node<std::pair<int const, double> > >&&) [10118]
-----------------------------------------------
                0.00    0.00       1/1           std::map<int, double, std::less<int>, std::allocator<std::pair<int const, double> > >::~map() [10114]
[10125   0.0    0.00    0.00       1         std::_Rb_tree<int, std::pair<int const, double>, std::_Select1st<std::pair<int const, double> >, std::less<int>, std::allocator<std::pair<int const, double> > >::~_Rb_tree() [10125]
                0.00    0.00       1/2           std::_Rb_tree<int, std::pair<int const, double>, std::_Select1st<std::pair<int const, double> >, std::less<int>, std::allocator<std::pair<int const, double> > >::_M_begin() [10096]
                0.00    0.00       1/1           std::_Rb_tree<int, std::pair<int const, double>, std::_Select1st<std::pair<int const, double> >, std::less<int>, std::allocator<std::pair<int const, double> > >::_M_erase(std::_Rb_tree_node<std::pair<int const, double> >*) [10123]
                0.00    0.00       1/1           std::_Rb_tree<int, std::pair<int const, double>, std::_Select1st<std::pair<int const, double> >, std::less<int>, std::allocator<std::pair<int const, double> > >::_Rb_tree_impl<std::less<int>, true>::~_Rb_tree_impl() [10119]
-----------------------------------------------
                0.00    0.00       1/1           std::_Rb_tree<int, std::pair<int const, double>, std::_Select1st<std::pair<int const, double> >, std::less<int>, std::allocator<std::pair<int const, double> > >::_Rb_tree_impl<std::less<int>, true>::_Rb_tree_impl(std::less<int> const&, std::allocator<std::_Rb_tree_node<std::pair<int const, double> > >&&) [10118]
[10126   0.0    0.00    0.00       1         std::remove_reference<std::allocator<std::_Rb_tree_node<std::pair<int const, double> > >&>::type&& std::move<std::allocator<std::_Rb_tree_node<std::pair<int const, double> > >&>(std::allocator<std::_Rb_tree_node<std::pair<int const, double> > >&) [10126]
-----------------------------------------------

 This table describes the call tree of the program, and was sorted by
 the total amount of time spent in each function and its children.

 Each entry in this table consists of several lines.  The line with the
 index number at the left hand margin lists the current function.
 The lines above it list the functions that called this function,
 and the lines below it list the functions this one called.
 This line lists:
     index	A unique number given to each element of the table.
		Index numbers are sorted numerically.
		The index number is printed next to every function name so
		it is easier to look up where the function is in the table.

     % time	This is the percentage of the `total' time that was spent
		in this function and its children.  Note that due to
		different viewpoints, functions excluded by options, etc,
		these numbers will NOT add up to 100%.

     self	This is the total amount of time spent in this function.

     children	This is the total amount of time propagated into this
		function by its children.

     called	This is the number of times the function was called.
		If the function called itself recursively, the number
		only includes non-recursive calls, and is followed by
		a `+' and the number of recursive calls.

     name	The name of the current function.  The index number is
		printed after it.  If the function is a member of a
		cycle, the cycle number is printed between the
		function's name and the index number.


 For the function's parents, the fields have the following meanings:

     self	This is the amount of time that was propagated directly
		from the function into this parent.

     children	This is the amount of time that was propagated from
		the function's children into this parent.

     called	This is the number of times this parent called the
		function `/' the total number of times the function
		was called.  Recursive calls to the function are not
		included in the number after the `/'.

     name	This is the name of the parent.  The parent's index
		number is printed after it.  If the parent is a
		member of a cycle, the cycle number is printed between
		the name and the index number.

 If the parents of the function cannot be determined, the word
 `<spontaneous>' is printed in the `name' field, and all the other
 fields are blank.

 For the function's children, the fields have the following meanings:

     self	This is the amount of time that was propagated directly
		from the child into the function.

     children	This is the amount of time that was propagated from the
		child's children to the function.

     called	This is the number of times the function called
		this child `/' the total number of times the child
		was called.  Recursive calls by the child are not
		listed in the number after the `/'.

     name	This is the name of the child.  The child's index
		number is printed after it.  If the child is a
		member of a cycle, the cycle number is printed
		between the name and the index number.

 If there are any cycles (circles) in the call graph, there is an
 entry for the cycle-as-a-whole.  This entry shows who called the
 cycle (as parents) and the members of the cycle (as children.)
 The `+' recursive calls entry shows the number of function calls that
 were internal to the cycle, and the calls entry for each member shows,
 for that member, how many times it was called from other members of
 the cycle.

Copyright (C) 2012-2015 Free Software Foundation, Inc.

Copying and distribution of this file, with or without modification,
are permitted in any medium without royalty provided the copyright
notice and this notice are preserved.

Index by function name

 [10098] _GLOBAL__sub_I_memBlockVar (intertask_interface.cpp) [9987] std::allocator<MessageDef_s*>::~allocator() [10085] std::_Rb_tree<int, std::pair<int const, double>, std::_Select1st<std::pair<int const, double> >, std::less<int>, std::allocator<std::pair<int const, double> > >::end()
 [10099] __static_initialization_and_destruction_0(int, int) (intertask_interface.cpp) [10109] std::allocator<std::_Rb_tree_node<std::pair<int const, double> > >::allocator(std::allocator<std::_Rb_tree_node<std::pair<int const, double> > > const&) [10122] std::_Rb_tree<int, std::pair<int const, double>, std::_Select1st<std::pair<int const, double> >, std::less<int>, std::allocator<std::pair<int const, double> > >::begin()
 [9980] task_list_s::task_list_s() [10110] std::allocator<std::_Rb_tree_node<std::pair<int const, double> > >::allocator<std::pair<int const, double> >(std::allocator<std::pair<int const, double> > const&) [10028] std::_Rb_tree<int, std::pair<int const, double>, std::_Select1st<std::pair<int const, double> >, std::less<int>, std::allocator<std::pair<int const, double> > >::_M_end()
 [9981] task_list_s::~task_list_s() [10094] std::allocator<std::_Rb_tree_node<std::pair<int const, double> > >::~allocator() [10040] std::_Rb_tree<int, std::pair<int const, double>, std::_Select1st<std::pair<int const, double> >, std::less<int>, std::allocator<std::pair<int const, double> > >::_S_key(std::_Rb_tree_node_base const*)
 [10042] __gnu_cxx::new_allocator<MessageDef_s*>::deallocate(MessageDef_s**, unsigned long) [9988] std::allocator<std::_Rb_tree_node<std::pair<long const, timer_elm_s> > >::allocator() [10086] std::_Rb_tree<int, std::pair<int const, double>, std::_Select1st<std::pair<int const, double> >, std::less<int>, std::allocator<std::pair<int const, double> > >::_S_left(std::_Rb_tree_node_base*)
 [10029] void __gnu_cxx::new_allocator<MessageDef_s*>::destroy<MessageDef_s*>(MessageDef_s**) [9989] std::allocator<std::_Rb_tree_node<std::pair<long const, timer_elm_s> > >::~allocator() [10096] std::_Rb_tree<int, std::pair<int const, double>, std::_Select1st<std::pair<int const, double> >, std::less<int>, std::allocator<std::pair<int const, double> > >::_M_begin()
 [10043] __gnu_cxx::new_allocator<MessageDef_s*>::allocate(unsigned long, void const*) [10111] std::allocator<std::pair<int const, double> >::allocator(std::allocator<std::pair<int const, double> > const&) [10123] std::_Rb_tree<int, std::pair<int const, double>, std::_Select1st<std::pair<int const, double> >, std::less<int>, std::allocator<std::pair<int const, double> > >::_M_erase(std::_Rb_tree_node<std::pair<int const, double> >*)
 [10021] _ZN9__gnu_cxx13new_allocatorIP12MessageDef_sE9constructIS2_IRKS2_EEEvPT_DpOT0_ [10112] std::allocator<std::pair<int const, double> >::allocator() [10087] std::_Rb_tree<int, std::pair<int const, double>, std::_Select1st<std::pair<int const, double> >, std::less<int>, std::allocator<std::pair<int const, double> > >::_S_right(std::_Rb_tree_node_base*)
 [9982] __gnu_cxx::new_allocator<MessageDef_s*>::new_allocator() [10095] std::allocator<std::pair<int const, double> >::~allocator() [10041] std::_Rb_tree<int, std::pair<int const, double>, std::_Select1st<std::pair<int const, double> >, std::less<int>, std::allocator<std::pair<int const, double> > >::_S_value(std::_Rb_tree_node_base const*)
 [9983] __gnu_cxx::new_allocator<MessageDef_s*>::~new_allocator() [9963] std::_Iter_base<MessageDef_s**, false>::_S_base(MessageDef_s**) [10124] std::_Rb_tree<int, std::pair<int const, double>, std::_Select1st<std::pair<int const, double> >, std::less<int>, std::allocator<std::pair<int const, double> > >::_Rb_tree(std::less<int> const&, std::allocator<std::pair<int const, double> > const&)
 [10058] __gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<int const, double> > >::deallocate(std::_Rb_tree_node<std::pair<int const, double> >*, unsigned long) [9973] std::_Iter_base<std::move_iterator<MessageDef_s**>, true>::_S_base(std::move_iterator<MessageDef_s**>) [10125] std::_Rb_tree<int, std::pair<int const, double>, std::_Select1st<std::pair<int const, double> >, std::less<int>, std::allocator<std::pair<int const, double> > >::~_Rb_tree()
 [10059] void __gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<int const, double> > >::destroy<std::pair<int const, double> >(std::pair<int const, double>*) [10012] MessageDef_s** std::__copy_move<true, true, std::random_access_iterator_tag>::__copy_m<MessageDef_s*>(MessageDef_s* const*, MessageDef_s* const*, MessageDef_s**) [9998] std::_Rb_tree<long, std::pair<long const, timer_elm_s>, std::_Select1st<std::pair<long const, timer_elm_s> >, std::less<long>, std::allocator<std::pair<long const, timer_elm_s> > >::_Rb_tree_impl<std::less<long>, true>::_M_initialize()
 [10060] __gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<int const, double> > >::allocate(unsigned long, void const*) [9968] void std::_Destroy_aux<true>::__destroy<MessageDef_s**>(MessageDef_s**, MessageDef_s**) [9999] std::_Rb_tree<long, std::pair<long const, timer_elm_s>, std::_Select1st<std::pair<long const, timer_elm_s> >, std::less<long>, std::allocator<std::pair<long const, timer_elm_s> > >::_Rb_tree_impl<std::less<long>, true>::_Rb_tree_impl()
 [10061] void __gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<int const, double> > >::construct<std::pair<int const, double>, std::pair<int const, double> const&>(std::pair<int const, double>*, std::pair<int const, double> const&) [10045] std::_Vector_base<MessageDef_s*, std::allocator<MessageDef_s*> >::_M_allocate(unsigned long) [10000] std::_Rb_tree<long, std::pair<long const, timer_elm_s>, std::_Select1st<std::pair<long const, timer_elm_s> >, std::less<long>, std::allocator<std::pair<long const, timer_elm_s> > >::_Rb_tree_impl<std::less<long>, true>::~_Rb_tree_impl()
